Date,Zone,Area_Type,Water_Supplied,Water_Consumed,Population
1970-01-01 00:00:00.000000049,Zone B,Commercial,95.74,95.74,60000
1970-01-01 00:00:00.000000050,Zone C,Industrial,361.68,361.68,70000
1970-01-01 00:00:00.000000051,Zone A,Residential,129.81,129.81,50000
1970-01-01 00:00:00.000000052,Zone B,Commercial,168.31,168.31,60000
1970-01-01 00:00:00.000000053,Zone C,Industrial,205.69,205.69,70000
1970-01-01 00:00:00.000000054,Zone A,Residential,314.45,314.45,50000
1970-01-01 00:00:00.000000055,Zone B,Commercial,83.79,83.79,60000
1970-01-01 00:00:00.000000056,Zone C,Industrial,225.82,225.82,70000
1970-01-01 00:00:00.000000057,Zone A,Residential,77.16,77.16,50000
1970-01-01 00:00:00.000000058,Zone B,Commercial,151.59,151.59,60000
1970-01-01 00:00:00.000000059,Zone C,Industrial,162.23,162.23,70000
1970-01-01 00:00:00.000000060,Zone A,Residential,96.18,96.18,50000
1970-01-01 00:00:00.000000061,Zone B,Commercial,77.56,77.56,60000
1970-01-01 00:00:00.000000062,Zone C,Industrial,78.46,78.46,70000
1970-01-01 00:00:00.000000063,Zone A,Residential,121.23,121.23,50000
1970-01-01 00:00:00.000000064,Zone B,Commercial,90.22,90.22,60000
1970-01-01 00:00:00.000000065,Zone C,Industrial,159.48,159.48,70000
1970-01-01 00:00:00.000000066,Zone A,Residential,128.47,128.47,50000
1970-01-01 00:00:00.000000067,Zone B,Commercial,178.21,178.21,60000
1970-01-01 00:00:00.000000068,Zone C,Industrial,136.54,136.54,70000
1970-01-01 00:00:00.000000069,Zone A,Residential,237.9,237.9,50000
1970-01-01 00:00:00.000000070,Zone B,Commercial,188.28,188.28,60000
1970-01-01 00:00:00.000000071,Zone C,Industrial,233.8,233.8,70000
1970-01-01 00:00:00.000000072,Zone A,Residential,209.7,209.7,50000
1970-01-01 00:00:00.000000073,Zone B,Commercial,202.67,202.67,60000
1970-01-01 00:00:00.000000074,Zone C,Industrial,154.73,154.73,70000
1970-01-01 00:00:00.000000075,Zone A,Residential,146.31,146.31,50000
1970-01-01 00:00:00.000000076,Zone B,Commercial,118.61,118.61,60000
1970-01-01 00:00:00.000000077,Zone C,Industrial,117.05,117.05,70000
1970-01-01 00:00:00.000000078,Zone A,Residential,120.35,120.35,50000
1970-01-01 00:00:00.000000079,Zone B,Commercial,78.55,78.55,60000
1970-01-01 00:00:00.000000080,Zone C,Industrial,153.01,153.01,70000
1970-01-01 00:00:00.000000081,Zone A,Residential,190.65,190.65,50000
1970-01-01 00:00:00.000000082,Zone B,Commercial,183.68,183.68,60000
1970-01-01 00:00:00.000000083,Zone C,Industrial,48.08,48.08,70000
1970-01-01 00:00:00.000000084,Zone A,Residential,120.59,120.59,50000
1970-01-01 00:00:00.000000085,Zone B,Commercial,320.96,320.96,60000
1970-01-01 00:00:00.000000085,Zone C,Industrial,94.25,94.25,70000
1970-01-01 00:00:00.000000086,Zone A,Residential,159.32,159.32,50000
1970-01-01 00:00:00.000000087,Zone B,Commercial,91.06,91.06,60000
1970-01-01 00:00:00.000000088,Zone C,Industrial,150.25,150.25,70000
1970-01-01 00:00:00.000000089,Zone A,Residential,128.8,128.8,50000
1970-01-01 00:00:00.000000090,Zone B,Commercial,334.22,334.22,60000
1970-01-01 00:00:00.000000091,Zone C,Industrial,94.91,94.91,70000
1970-01-01 00:00:00.000000092,Zone A,Residential,203.15,203.15,50000
1970-01-01 00:00:00.000000093,Zone B,Commercial,263.92,263.92,60000
1970-01-01 00:00:00.000000094,Zone C,Industrial,355.9,355.9,70000
1970-01-01 00:00:00.000000095,Zone A,Residential,59.72,59.72,50000
1970-01-01 00:00:00.000000096,Zone B,Commercial,138.33,138.33,60000
1970-01-01 00:00:00.000000097,Zone C,Industrial,82.68,82.68,70000
1970-01-01 00:00:00.000000098,Zone A,Residential,80.42,80.42,50000
1970-01-01 00:00:00.000000099,Zone B,Commercial,113.56,113.56,60000
1970-01-01 00:00:00.000000100,Zone C,Industrial,166.1,166.1,70000
1970-01-01 00:00:00.000000101,Zone A,Residential,90.58,90.58,50000
1970-01-01 00:00:00.000000102,Zone B,Commercial,98.63,98.63,60000
1970-01-01 00:00:00.000000103,Zone C,Industrial,104.98,104.98,70000
1970-01-01 00:00:00.000000104,Zone A,Residential,69.52,69.52,50000
1970-01-01 00:00:00.000000105,Zone B,Commercial,90.9,90.9,60000
1970-01-01 00:00:00.000000106,Zone C,Industrial,80.77,80.77,70000
1970-01-01 00:00:00.000000107,Zone A,Residential,85.74,85.74,50000
1970-01-01 00:00:00.000000108,Zone B,Commercial,116.34,116.34,60000
1970-01-01 00:00:00.000000109,Zone C,Industrial,108.7,108.7,70000
1970-01-01 00:00:00.000000110,Zone A,Residential,130.95,130.95,50000
1970-01-01 00:00:00.000000111,Zone B,Commercial,223.37,223.37,60000
1970-01-01 00:00:00.000000112,Zone C,Industrial,193.22,193.22,70000
1970-01-01 00:00:00.000000113,Zone A,Residential,122.02,122.02,50000
1970-01-01 00:00:00.000000114,Zone B,Commercial,152.58,152.58,60000
1970-01-01 00:00:00.000000115,Zone C,Industrial,105.45,105.45,70000
1970-01-01 00:00:00.000000116,Zone A,Residential,60.85,60.85,50000
1970-01-01 00:00:00.000000117,Zone B,Commercial,247.99,247.99,60000
1970-01-01 00:00:00.000000118,Zone C,Industrial,98.22,98.22,70000
1970-01-01 00:00:00.000000119,Zone A,Residential,99.6,99.6,50000
1970-01-01 00:00:00.000000120,Zone B,Commercial,62.74,62.74,60000
1970-01-01 00:00:00.000000121,Zone C,Industrial,97.01,97.01,70000
1970-01-01 00:00:00.000000122,Zone A,Residential,86.46,86.46,50000
1970-01-01 00:00:00.000000123,Zone B,Commercial,90.32,90.32,60000
1970-01-01 00:00:00.000000124,Zone C,Industrial,112.02,112.02,70000
1970-01-01 00:00:00.000000125,Zone A,Residential,92.27,92.27,50000
1970-01-01 00:00:00.000000126,Zone B,Commercial,101.94,101.94,60000
1970-01-01 00:00:00.000000127,Zone C,Industrial,129.0,129.0,70000
1970-01-01 00:00:00.000000128,Zone A,Residential,256.96,256.96,50000
1970-01-01 00:00:00.000000129,Zone B,Commercial,335.74,335.74,60000
1970-01-01 00:00:00.000000130,Zone C,Industrial,193.71,193.71,70000
1970-01-01 00:00:00.000000131,Zone A,Residential,112.63,112.63,50000
1970-01-01 00:00:00.000000132,Zone B,Commercial,160.78,160.78,60000
1970-01-01 00:00:00.000000133,Zone C,Industrial,76.8,76.8,70000
1970-01-01 00:00:00.000000134,Zone A,Residential,134.15,134.15,50000
1970-01-01 00:00:00.000000135,Zone B,Commercial,70.16,70.16,60000
1970-01-01 00:00:00.000000136,Zone C,Industrial,127.44,127.44,70000
1970-01-01 00:00:00.000000137,Zone A,Residential,79.12,79.12,50000
1970-01-01 00:00:00.000000138,Zone B,Commercial,52.22,52.22,60000
1970-01-01 00:00:00.000000139,Zone C,Industrial,54.16,54.16,70000
1970-01-01 00:00:00.000000140,Zone A,Residential,170.96,170.96,50000
1970-01-01 00:00:00.000000141,Zone B,Commercial,104.14,104.14,60000
1970-01-01 00:00:00.000000142,Zone C,Industrial,65.28,65.28,70000
1970-01-01 00:00:00.000000143,Zone A,Residential,112.48,112.48,50000
1970-01-01 00:00:00.000000144,Zone B,Commercial,122.14,122.14,60000
1970-01-01 00:00:00.000000145,Zone C,Industrial,198.19,198.19,70000
1970-01-01 00:00:00.000000146,Zone A,Residential,98.06,98.06,50000
1970-01-01 00:00:00.000000147,Zone B,Commercial,106.88,106.88,60000
1970-01-01 00:00:00.000000148,Zone C,Industrial,143.77,143.77,70000
1970-01-01 00:00:00.000000149,Zone A,Residential,158.68,158.68,50000
1970-01-01 00:00:00.000000150,Zone B,Commercial,398.22,398.22,60000
1970-01-01 00:00:00.000000151,Zone C,Industrial,309.19,309.19,70000
1970-01-01 00:00:00.000000152,Zone A,Residential,152.55,152.55,50000
1970-01-01 00:00:00.000000153,Zone B,Commercial,8.28,8.28,60000
1970-01-01 00:00:00.000000153,Zone C,Industrial,164.6,164.6,70000
1970-01-01 00:00:00.000000154,Zone A,Residential,137.45,137.45,50000
1970-01-01 00:00:00.000000155,Zone B,Commercial,88.45,88.45,60000
1970-01-01 00:00:00.000000156,Zone C,Industrial,139.85,139.85,70000
1970-01-01 00:00:00.000000157,Zone A,Residential,136.48,136.48,50000
1970-01-01 00:00:00.000000158,Zone B,Commercial,77.33,77.33,60000
1970-01-01 00:00:00.000000159,Zone C,Industrial,292.22,292.22,70000
1970-01-01 00:00:00.000000160,Zone A,Residential,456.39,456.39,50000
1970-01-01 00:00:00.000000161,Zone B,Commercial,170.02,170.02,60000
1970-01-01 00:00:00.000000162,Zone C,Industrial,175.45,175.45,70000
1970-01-01 00:00:00.000000163,Zone A,Residential,139.75,139.75,50000
1970-01-01 00:00:00.000000164,Zone B,Commercial,102.94,102.94,60000
1970-01-01 00:00:00.000000165,Zone C,Industrial,117.34,117.34,70000
1970-01-01 00:00:00.000000166,Zone A,Residential,118.67,118.67,50000
1970-01-01 00:00:00.000000167,Zone B,Commercial,108.25,108.25,60000
1970-01-01 00:00:00.000000168,Zone C,Industrial,148.22,148.22,70000
1970-01-01 00:00:00.000000169,Zone A,Residential,119.02,119.02,50000
1970-01-01 00:00:00.000000170,Zone B,Commercial,106.02,106.02,60000
1970-01-01 00:00:00.000000171,Zone C,Industrial,192.83,192.83,70000
1970-01-01 00:00:00.000000172,Zone A,Residential,171.58,171.58,50000
1970-01-01 00:00:00.000000173,Zone B,Commercial,137.82,137.82,60000
1970-01-01 00:00:00.000000174,Zone C,Industrial,605.66,605.66,70000
1970-01-01 00:00:00.000000175,Zone A,Residential,294.27,294.27,50000
1970-01-01 00:00:00.000000176,Zone B,Commercial,259.07,259.07,60000
1970-01-01 00:00:00.000000177,Zone C,Industrial,176.45,176.45,70000
1970-01-01 00:00:00.000000178,Zone A,Residential,178.4,178.4,50000
1970-01-01 00:00:00.000000179,Zone B,Commercial,112.08,112.08,60000
1970-01-01 00:00:00.000000180,Zone C,Industrial,117.08,117.08,70000
1970-01-01 00:00:00.000000181,Zone A,Residential,251.3,251.3,50000
1970-01-01 00:00:00.000000182,Zone B,Commercial,176.67,176.67,60000
1970-01-01 00:00:00.000000183,Zone C,Industrial,133.99,133.99,70000
1970-01-01 00:00:00.000000184,Zone A,Residential,302.36,302.36,50000
1970-01-01 00:00:00.000000185,Zone B,Commercial,183.62,183.62,60000
1970-01-01 00:00:00.000000186,Zone C,Industrial,86.44,86.44,70000
1970-01-01 00:00:00.000000187,Zone A,Residential,152.58,152.58,50000
1970-01-01 00:00:00.000000188,Zone B,Commercial,264.83,264.83,60000
1970-01-01 00:00:00.000000189,Zone C,Industrial,360.67,360.67,70000
1970-01-01 00:00:00.000000190,Zone A,Residential,99.93,99.93,50000
1970-01-01 00:00:00.000000191,Zone B,Commercial,159.62,159.62,60000
1970-01-01 00:00:00.000000191,Zone C,Industrial,42.89,42.89,70000
1970-01-01 00:00:00.000000192,Zone A,Residential,338.65,338.65,50000
1970-01-01 00:00:00.000000193,Zone B,Commercial,378.3,378.3,60000
1970-01-01 00:00:00.000000194,Zone C,Industrial,96.53,96.53,70000
1970-01-01 00:00:00.000000195,Zone A,Residential,304.19,304.19,50000
1970-01-01 00:00:00.000000196,Zone B,Commercial,305.91,305.91,60000
1970-01-01 00:00:00.000000197,Zone C,Industrial,142.42,142.42,70000
1970-01-01 00:00:00.000000198,Zone A,Residential,103.98,103.98,50000
1970-01-01 00:00:00.000000001,Zone A,Residential,110.18,110.18,50000
1970-01-01 00:00:00.000000002,Zone B,Commercial,18.95,18.95,60000
1970-01-01 00:00:00.000000003,Zone C,Industrial,169.5,169.5,70000
1970-01-01 00:00:00.000000004,Zone A,Residential,388.3,388.3,50000
1970-01-01 00:00:00.000000005,Zone B,Commercial,106.89,106.89,60000
1970-01-01 00:00:00.000000006,Zone C,Industrial,65.66,65.66,70000
1970-01-01 00:00:00.000000007,Zone A,Residential,289.89,289.89,50000
1970-01-01 00:00:00.000000008,Zone B,Commercial,130.31,130.31,60000
1970-01-01 00:00:00.000000009,Zone C,Industrial,390.71,390.71,70000
1970-01-01 00:00:00.000000010,Zone A,Residential,26.87,26.87,50000
1970-01-01 00:00:00.000000011,Zone B,Commercial,59.51,59.51,60000
1970-01-01 00:00:00.000000012,Zone C,Industrial,129.82,129.82,70000
1970-01-01 00:00:00.000000013,Zone A,Residential,61.51,61.51,50000
1970-01-01 00:00:00.000000014,Zone B,Commercial,213.01,213.01,60000
1970-01-01 00:00:00.000000014,Zone C,Industrial,43.47,43.47,70000
1970-01-01 00:00:00.000000015,Zone A,Residential,138.49,138.49,50000
1970-01-01 00:00:00.000000016,Zone B,Commercial,91.04,91.04,60000
1970-01-01 00:00:00.000000017,Zone C,Industrial,125.57,125.57,70000
1970-01-01 00:00:00.000000018,Zone A,Residential,95.92,95.92,50000
1970-01-01 00:00:00.000000019,Zone B,Commercial,84.67,84.67,60000
1970-01-01 00:00:00.000000020,Zone C,Industrial,69.96,69.96,70000
1970-01-01 00:00:00.000000021,Zone A,Residential,164.3,164.3,50000
1970-01-01 00:00:00.000000022,Zone B,Commercial,78.15,78.15,60000
1970-01-01 00:00:00.000000023,Zone C,Industrial,191.31,191.31,70000
1970-01-01 00:00:00.000000024,Zone A,Residential,246.94,246.94,50000
1970-01-01 00:00:00.000000025,Zone B,Commercial,148.35,148.35,60000
1970-01-01 00:00:00.000000026,Zone C,Industrial,256.1,256.1,70000
1970-01-01 00:00:00.000000027,Zone A,Residential,277.19,277.19,50000
1970-01-01 00:00:00.000000028,Zone B,Commercial,175.17,175.17,60000
1970-01-01 00:00:00.000000029,Zone C,Industrial,131.68,131.68,70000
1970-01-01 00:00:00.000000030,Zone A,Residential,133.41,133.41,50000
1970-01-01 00:00:00.000000031,Zone B,Commercial,56.62,56.62,60000
1970-01-01 00:00:00.000000032,Zone C,Industrial,110.15,110.15,70000
1970-01-01 00:00:00.000000033,Zone A,Residential,61.86,61.86,50000
1970-01-01 00:00:00.000000034,Zone B,Commercial,49.56,49.56,60000
1970-01-01 00:00:00.000000035,Zone C,Industrial,78.35,78.35,70000
1970-01-01 00:00:00.000000036,Zone A,Residential,89.07,89.07,50000
1970-01-01 00:00:00.000000037,Zone B,Commercial,61.0,61.0,60000
1970-01-01 00:00:00.000000038,Zone C,Industrial,134.9,134.9,70000
1970-01-01 00:00:00.000000039,Zone A,Residential,130.5,130.5,50000
1970-01-01 00:00:00.000000040,Zone B,Commercial,0.0,0.0,60000
1970-01-01 00:00:00.000000041,Zone C,Industrial,204.85,204.85,70000
1970-01-01 00:00:00.000000042,Zone A,Residential,109.61,109.61,50000
1970-01-01 00:00:00.000000043,Zone B,Commercial,154.79,154.79,60000
1970-01-01 00:00:00.000000044,Zone C,Industrial,119.93,119.93,70000
1970-01-01 00:00:00.000000045,Zone A,Residential,109.03,109.03,50000
1970-01-01 00:00:00.000000046,Zone B,Commercial,169.07,169.07,60000
1970-01-01 00:00:00.000000047,Zone C,Industrial,79.74,79.74,70000
1970-01-01 00:00:00.000000048,Zone A,Residential,36.43,36.43,50000
1970-01-01 00:00:00.000000049,Zone B,Commercial,97.06,97.06,60000
1970-01-01 00:00:00.000000050,Zone C,Industrial,357.25,357.25,70000
1970-01-01 00:00:00.000000051,Zone A,Residential,128.57,128.57,50000
1970-01-01 00:00:00.000000052,Zone B,Commercial,184.17,184.17,60000
1970-01-01 00:00:00.000000053,Zone C,Industrial,215.8,215.8,70000
1970-01-01 00:00:00.000000054,Zone A,Residential,311.4,311.4,50000
1970-01-01 00:00:00.000000055,Zone B,Commercial,97.57,97.57,60000
1970-01-01 00:00:00.000000056,Zone C,Industrial,225.67,225.67,70000
1970-01-01 00:00:00.000000057,Zone A,Residential,82.29,82.29,50000
1970-01-01 00:00:00.000000058,Zone B,Commercial,152.11,152.11,60000
1970-01-01 00:00:00.000000059,Zone C,Industrial,160.76,160.76,70000
1970-01-01 00:00:00.000000060,Zone A,Residential,96.82,96.82,50000
1970-01-01 00:00:00.000000061,Zone B,Commercial,78.01,78.01,60000
1970-01-01 00:00:00.000000062,Zone C,Industrial,79.08,79.08,70000
1970-01-01 00:00:00.000000063,Zone A,Residential,130.06,130.06,50000
1970-01-01 00:00:00.000000064,Zone B,Commercial,90.74,90.74,60000
1970-01-01 00:00:00.000000065,Zone C,Industrial,156.15,156.15,70000
1970-01-01 00:00:00.000000066,Zone A,Residential,119.06,119.06,50000
1970-01-01 00:00:00.000000067,Zone B,Commercial,175.67,175.67,60000
1970-01-01 00:00:00.000000068,Zone C,Industrial,121.64,121.64,70000
1970-01-01 00:00:00.000000069,Zone A,Residential,240.89,240.89,50000
1970-01-01 00:00:00.000000070,Zone B,Commercial,191.6,191.6,60000
1970-01-01 00:00:00.000000071,Zone C,Industrial,232.06,232.06,70000
1970-01-01 00:00:00.000000072,Zone A,Residential,223.1,223.1,50000
1970-01-01 00:00:00.000000073,Zone B,Commercial,205.34,205.34,60000
1970-01-01 00:00:00.000000074,Zone C,Industrial,154.05,154.05,70000
1970-01-01 00:00:00.000000075,Zone A,Residential,147.15,147.15,50000
1970-01-01 00:00:00.000000076,Zone B,Commercial,113.43,113.43,60000
1970-01-01 00:00:00.000000077,Zone C,Industrial,115.06,115.06,70000
1970-01-01 00:00:00.000000078,Zone A,Residential,116.91,116.91,50000
1970-01-01 00:00:00.000000079,Zone B,Commercial,77.39,77.39,60000
1970-01-01 00:00:00.000000080,Zone C,Industrial,154.14,154.14,70000
1970-01-01 00:00:00.000000081,Zone A,Residential,201.94,201.94,50000
1970-01-01 00:00:00.000000082,Zone B,Commercial,164.22,164.22,60000
1970-01-01 00:00:00.000000083,Zone C,Industrial,41.13,41.13,70000
1970-01-01 00:00:00.000000084,Zone A,Residential,108.06,108.06,50000
1970-01-01 00:00:00.000000085,Zone B,Commercial,315.64,315.64,60000
1970-01-01 00:00:00.000000085,Zone C,Industrial,85.34,85.34,70000
1970-01-01 00:00:00.000000086,Zone A,Residential,159.59,159.59,50000
1970-01-01 00:00:00.000000087,Zone B,Commercial,92.28,92.28,60000
1970-01-01 00:00:00.000000088,Zone C,Industrial,144.95,144.95,70000
1970-01-01 00:00:00.000000089,Zone A,Residential,128.5,128.5,50000
1970-01-01 00:00:00.000000090,Zone B,Commercial,315.13,315.13,60000
1970-01-01 00:00:00.000000091,Zone C,Industrial,106.47,106.47,70000
1970-01-01 00:00:00.000000092,Zone A,Residential,212.2,212.2,50000
1970-01-01 00:00:00.000000093,Zone B,Commercial,244.68,244.68,60000
1970-01-01 00:00:00.000000094,Zone C,Industrial,359.08,359.08,70000
1970-01-01 00:00:00.000000095,Zone A,Residential,62.17,62.17,50000
1970-01-01 00:00:00.000000096,Zone B,Commercial,147.62,147.62,60000
1970-01-01 00:00:00.000000097,Zone C,Industrial,85.35,85.35,70000
1970-01-01 00:00:00.000000098,Zone A,Residential,80.88,80.88,50000
1970-01-01 00:00:00.000000099,Zone B,Commercial,115.42,115.42,60000
1970-01-01 00:00:00.000000100,Zone C,Industrial,167.03,167.03,70000
1970-01-01 00:00:00.000000101,Zone A,Residential,91.52,91.52,50000
1970-01-01 00:00:00.000000102,Zone B,Commercial,94.52,94.52,60000
1970-01-01 00:00:00.000000103,Zone C,Industrial,101.04,101.04,70000
1970-01-01 00:00:00.000000104,Zone A,Residential,65.18,65.18,50000
1970-01-01 00:00:00.000000105,Zone B,Commercial,103.89,103.89,60000
1970-01-01 00:00:00.000000106,Zone C,Industrial,83.2,83.2,70000
1970-01-01 00:00:00.000000107,Zone A,Residential,91.37,91.37,50000
1970-01-01 00:00:00.000000108,Zone B,Commercial,120.23,120.23,60000
1970-01-01 00:00:00.000000109,Zone C,Industrial,112.04,112.04,70000
1970-01-01 00:00:00.000000110,Zone A,Residential,132.59,132.59,50000
1970-01-01 00:00:00.000000111,Zone B,Commercial,222.78,222.78,60000
1970-01-01 00:00:00.000000112,Zone C,Industrial,211.73,211.73,70000
1970-01-01 00:00:00.000000113,Zone A,Residential,116.07,116.07,50000
1970-01-01 00:00:00.000000114,Zone B,Commercial,145.99,145.99,60000
1970-01-01 00:00:00.000000115,Zone C,Industrial,108.79,108.79,70000
1970-01-01 00:00:00.000000116,Zone A,Residential,63.31,63.31,50000
1970-01-01 00:00:00.000000117,Zone B,Commercial,246.08,246.08,60000
1970-01-01 00:00:00.000000118,Zone C,Industrial,97.94,97.94,70000
1970-01-01 00:00:00.000000119,Zone A,Residential,99.63,99.63,50000
1970-01-01 00:00:00.000000120,Zone B,Commercial,63.8,63.8,60000
1970-01-01 00:00:00.000000121,Zone C,Industrial,102.86,102.86,70000
1970-01-01 00:00:00.000000122,Zone A,Residential,86.29,86.29,50000
1970-01-01 00:00:00.000000123,Zone B,Commercial,87.94,87.94,60000
1970-01-01 00:00:00.000000124,Zone C,Industrial,111.97,111.97,70000
1970-01-01 00:00:00.000000125,Zone A,Residential,87.45,87.45,50000
1970-01-01 00:00:00.000000126,Zone B,Commercial,97.18,97.18,60000
1970-01-01 00:00:00.000000127,Zone C,Industrial,126.05,126.05,70000
1970-01-01 00:00:00.000000128,Zone A,Residential,256.6,256.6,50000
1970-01-01 00:00:00.000000129,Zone B,Commercial,343.03,343.03,60000
1970-01-01 00:00:00.000000130,Zone C,Industrial,197.49,197.49,70000
1970-01-01 00:00:00.000000131,Zone A,Residential,115.1,115.1,50000
1970-01-01 00:00:00.000000132,Zone B,Commercial,156.65,156.65,60000
1970-01-01 00:00:00.000000133,Zone C,Industrial,77.25,77.25,70000
1970-01-01 00:00:00.000000134,Zone A,Residential,127.27,127.27,50000
1970-01-01 00:00:00.000000135,Zone B,Commercial,70.72,70.72,60000
1970-01-01 00:00:00.000000136,Zone C,Industrial,127.19,127.19,70000
1970-01-01 00:00:00.000000137,Zone A,Residential,78.64,78.64,50000
1970-01-01 00:00:00.000000138,Zone B,Commercial,55.3,55.3,60000
1970-01-01 00:00:00.000000139,Zone C,Industrial,55.12,55.12,70000
1970-01-01 00:00:00.000000140,Zone A,Residential,164.93,164.93,50000
1970-01-01 00:00:00.000000141,Zone B,Commercial,107.64,107.64,60000
1970-01-01 00:00:00.000000142,Zone C,Industrial,64.51,64.51,70000
1970-01-01 00:00:00.000000143,Zone A,Residential,114.14,114.14,50000
1970-01-01 00:00:00.000000144,Zone B,Commercial,118.62,118.62,60000
1970-01-01 00:00:00.000000145,Zone C,Industrial,201.83,201.83,70000
1970-01-01 00:00:00.000000146,Zone A,Residential,96.8,96.8,50000
1970-01-01 00:00:00.000000147,Zone B,Commercial,107.64,107.64,60000
1970-01-01 00:00:00.000000148,Zone C,Industrial,140.16,140.16,70000
1970-01-01 00:00:00.000000149,Zone A,Residential,146.47,146.47,50000
1970-01-01 00:00:00.000000150,Zone B,Commercial,366.61,366.61,60000
1970-01-01 00:00:00.000000151,Zone C,Industrial,308.54,308.54,70000
1970-01-01 00:00:00.000000152,Zone A,Residential,150.96,150.96,50000
1970-01-01 00:00:00.000000153,Zone B,Commercial,8.48,8.48,60000
1970-01-01 00:00:00.000000153,Zone C,Industrial,160.81,160.81,70000
1970-01-01 00:00:00.000000154,Zone A,Residential,137.66,137.66,50000
1970-01-01 00:00:00.000000155,Zone B,Commercial,86.09,86.09,60000
1970-01-01 00:00:00.000000156,Zone C,Industrial,137.67,137.67,70000
1970-01-01 00:00:00.000000157,Zone A,Residential,130.22,130.22,50000
1970-01-01 00:00:00.000000158,Zone B,Commercial,71.42,71.42,60000
1970-01-01 00:00:00.000000159,Zone C,Industrial,285.51,285.51,70000
1970-01-01 00:00:00.000000160,Zone A,Residential,472.05,472.05,50000
1970-01-01 00:00:00.000000161,Zone B,Commercial,166.41,166.41,60000
1970-01-01 00:00:00.000000162,Zone C,Industrial,172.75,172.75,70000
1970-01-01 00:00:00.000000163,Zone A,Residential,144.38,144.38,50000
1970-01-01 00:00:00.000000164,Zone B,Commercial,103.06,103.06,60000
1970-01-01 00:00:00.000000165,Zone C,Industrial,112.1,112.1,70000
1970-01-01 00:00:00.000000166,Zone A,Residential,118.55,118.55,50000
1970-01-01 00:00:00.000000167,Zone B,Commercial,104.5,104.5,60000
1970-01-01 00:00:00.000000168,Zone C,Industrial,138.14,138.14,70000
1970-01-01 00:00:00.000000169,Zone A,Residential,113.36,113.36,50000
1970-01-01 00:00:00.000000170,Zone B,Commercial,102.04,102.04,60000
1970-01-01 00:00:00.000000171,Zone C,Industrial,171.88,171.88,70000
1970-01-01 00:00:00.000000172,Zone A,Residential,171.32,171.32,50000
1970-01-01 00:00:00.000000173,Zone B,Commercial,140.99,140.99,60000
1970-01-01 00:00:00.000000174,Zone C,Industrial,601.54,601.54,70000
1970-01-01 00:00:00.000000175,Zone A,Residential,289.2,289.2,50000
1970-01-01 00:00:00.000000176,Zone B,Commercial,255.74,255.74,60000
1970-01-01 00:00:00.000000177,Zone C,Industrial,170.82,170.82,70000
1970-01-01 00:00:00.000000178,Zone A,Residential,177.68,177.68,50000
1970-01-01 00:00:00.000000179,Zone B,Commercial,112.0,112.0,60000
1970-01-01 00:00:00.000000180,Zone C,Industrial,118.92,118.92,70000
1970-01-01 00:00:00.000000181,Zone A,Residential,245.23,245.23,50000
1970-01-01 00:00:00.000000182,Zone B,Commercial,173.6,173.6,60000
1970-01-01 00:00:00.000000183,Zone C,Industrial,136.61,136.61,70000
1970-01-01 00:00:00.000000184,Zone A,Residential,300.18,300.18,50000
1970-01-01 00:00:00.000000185,Zone B,Commercial,183.37,183.37,60000
1970-01-01 00:00:00.000000186,Zone C,Industrial,88.07,88.07,70000
1970-01-01 00:00:00.000000187,Zone A,Residential,153.79,153.79,50000
1970-01-01 00:00:00.000000188,Zone B,Commercial,251.06,251.06,60000
1970-01-01 00:00:00.000000189,Zone C,Industrial,356.78,356.78,70000
1970-01-01 00:00:00.000000190,Zone A,Residential,96.58,96.58,50000
1970-01-01 00:00:00.000000191,Zone B,Commercial,161.38,161.38,60000
1970-01-01 00:00:00.000000191,Zone C,Industrial,45.49,45.49,70000
1970-01-01 00:00:00.000000192,Zone A,Residential,317.07,317.07,50000
1970-01-01 00:00:00.000000193,Zone B,Commercial,362.33,362.33,60000
1970-01-01 00:00:00.000000194,Zone C,Industrial,99.03,99.03,70000
1970-01-01 00:00:00.000000195,Zone A,Residential,290.48,290.48,50000
1970-01-01 00:00:00.000000196,Zone B,Commercial,303.81,303.81,60000
1970-01-01 00:00:00.000000197,Zone C,Industrial,136.72,136.72,70000
1970-01-01 00:00:00.000000198,Zone A,Residential,111.74,111.74,50000
1970-01-01 00:00:00.000000001,Zone A,Residential,105.94,105.94,50000
1970-01-01 00:00:00.000000002,Zone B,Commercial,17.36,17.36,60000
1970-01-01 00:00:00.000000003,Zone C,Industrial,170.31,170.31,70000
1970-01-01 00:00:00.000000004,Zone A,Residential,373.94,373.94,50000
1970-01-01 00:00:00.000000005,Zone B,Commercial,109.87,109.87,60000
1970-01-01 00:00:00.000000006,Zone C,Industrial,64.86,64.86,70000
1970-01-01 00:00:00.000000007,Zone A,Residential,283.04,283.04,50000
1970-01-01 00:00:00.000000008,Zone B,Commercial,132.14,132.14,60000
1970-01-01 00:00:00.000000009,Zone C,Industrial,394.26,394.26,70000
1970-01-01 00:00:00.000000010,Zone A,Residential,27.95,27.95,50000
1970-01-01 00:00:00.000000011,Zone B,Commercial,60.96,60.96,60000
1970-01-01 00:00:00.000000012,Zone C,Industrial,140.35,140.35,70000
1970-01-01 00:00:00.000000013,Zone A,Residential,72.66,72.66,50000
1970-01-01 00:00:00.000000014,Zone B,Commercial,226.05,226.05,60000
1970-01-01 00:00:00.000000014,Zone C,Industrial,40.39,40.39,70000
