Date,Zone,Area_Type,Water_Supplied,Water_Consumed,Population
2023-06-17,Zone C,Industrial,372.7,340.66,70000
2023-06-18,Zone A,Residential,356.41,331.5,50000
2023-06-18,Zone B,Commercial,339.47,319.08,60000
2023-06-18,Zone C,Industrial,347.62,334.38,70000
2023-06-19,Zone A,Residential,391.02,372.22,50000
2023-06-19,Zone B,Commercial,370.02,325.97,60000
2023-06-19,Zone C,Industrial,370.61,340.8,70000
2023-06-20,Zone A,Residential,431.35,388.36,50000
2023-06-20,Zone B,Commercial,351.12,327.21,60000
2023-06-20,Zone C,Industrial,372.14,351.46,70000
2023-06-21,Zone A,Residential,421.61,376.47,50000
2023-06-21,Zone B,Commercial,395.37,351.35,60000
2023-06-21,Zone C,Industrial,406.4,361.71,70000
2023-06-22,Zone A,Residential,395.75,357.86,50000
2023-06-22,Zone B,Commercial,388.8,351.59,60000
2023-06-22,Zone C,Industrial,385.43,369.09,70000
2023-06-23,Zone A,Residential,401.77,356.53,50000
2023-06-23,Zone B,Commercial,363.62,340.21,60000
2023-06-23,Zone C,Industrial,386.23,346.49,70000
2023-06-24,Zone A,Residential,396.52,353.23,50000
2023-06-24,Zone B,Commercial,368.29,337.99,60000
2023-06-24,Zone C,Industrial,384.95,349.68,70000
2023-06-25,Zone A,Residential,369.66,349.27,50000
2023-06-25,Zone B,Commercial,402.45,361.25,60000
2023-06-25,Zone C,Industrial,405.89,391.61,70000
2023-06-26,Zone A,Residential,404.51,355.99,50000
2023-06-26,Zone B,Commercial,406.23,382.55,60000
2023-06-26,Zone C,Industrial,377.26,363.16,70000
2023-06-27,Zone A,Residential,405.05,357.56,50000
2023-06-27,Zone B,Commercial,366.93,344.9,60000
2023-06-27,Zone C,Industrial,396.03,357.71,70000
2023-06-28,Zone A,Residential,383.3,359.46,50000
2023-06-28,Zone B,Commercial,377.63,342.8,60000
2023-06-28,Zone C,Industrial,385.95,345.62,70000
2023-06-29,Zone A,Residential,378.45,367.46,50000
2023-06-29,Zone B,Commercial,428.56,391.23,60000
2023-06-29,Zone C,Industrial,386.44,358.61,70000
2023-06-30,Zone A,Residential,350.76,334.21,50000
2023-06-30,Zone B,Commercial,360.99,319.2,60000
2023-06-30,Zone C,Industrial,356.04,342.75,70000
2023-07-01,Zone A,Residential,417.93,380.71,50000
2023-07-01,Zone B,Commercial,388.97,340.94,60000
2023-07-01,Zone C,Industrial,400.03,383.99,70000
2023-07-02,Zone A,Residential,409.81,383.02,50000
2023-07-02,Zone B,Commercial,403.58,368.03,60000
2023-07-02,Zone C,Industrial,388.87,339.51,70000
2023-07-03,Zone A,Residential,386.12,359.75,50000
2023-07-03,Zone B,Commercial,387.29,368.76,60000
2023-07-03,Zone C,Industrial,391.88,380.63,70000
2023-07-04,Zone A,Residential,396.78,352.21,50000
2023-07-04,Zone B,Commercial,435.04,406.11,60000
2023-07-04,Zone C,Industrial,424.93,384.09,70000
2023-07-05,Zone A,Residential,433.88,390.09,50000
2023-07-05,Zone B,Commercial,409.06,393.81,60000
2023-07-05,Zone C,Industrial,418.84,407.54,70000
2023-07-06,Zone A,Residential,430.51,388.65,50000
2023-07-06,Zone B,Commercial,428.16,398.9,60000
2023-07-06,Zone C,Industrial,389.21,371.19,70000
2023-07-07,Zone A,Residential,454.21,424.54,50000
2023-07-07,Zone B,Commercial,411.84,391.09,60000
2023-07-07,Zone C,Industrial,416.8,374.9,70000
2023-07-08,Zone A,Residential,393.89,383.42,50000
2023-07-08,Zone B,Commercial,367.46,354.56,60000
2023-07-08,Zone C,Industrial,417.3,383.3,70000
2023-07-09,Zone A,Residential,369.37,347.7,50000
2023-07-09,Zone B,Commercial,453.09,411.9,60000
2023-07-09,Zone C,Industrial,416.28,404.69,70000
2023-07-10,Zone A,Residential,400.35,380.67,50000
2023-07-10,Zone B,Commercial,448.52,399.05,60000
2023-07-10,Zone C,Industrial,434.66,399.93,70000
2023-07-11,Zone A,Residential,418.74,380.64,50000
2023-07-11,Zone B,Commercial,422.45,399.39,60000
2023-07-11,Zone C,Industrial,435.06,404.35,70000
2023-07-12,Zone A,Residential,413.96,402.63,50000
2023-07-12,Zone B,Commercial,407.08,393.94,60000
2023-07-12,Zone C,Industrial,420.24,387.54,70000
2023-07-13,Zone A,Residential,443.25,405.67,50000
2023-07-13,Zone B,Commercial,416.57,399.87,60000
2023-07-13,Zone C,Industrial,436.92,422.74,70000
2023-07-14,Zone A,Residential,454.19,442.93,50000
2023-07-14,Zone B,Commercial,480.88,433.43,60000
2023-07-14,Zone C,Industrial,454.49,416.13,70000
2023-07-15,Zone A,Residential,450.41,405.57,50000
2023-07-15,Zone B,Commercial,459.99,436.41,60000
2023-07-15,Zone C,Industrial,473.8,431.21,70000
2023-07-16,Zone A,Residential,476.42,448.33,50000
2023-07-16,Zone B,Commercial,461.68,425.94,60000
2023-07-16,Zone C,Industrial,469.97,456.7,70000
2023-07-17,Zone A,Residential,441.73,429.31,50000
2023-07-17,Zone B,Commercial,457.2,412.33,60000
2023-07-17,Zone C,Industrial,434.44,415.68,70000
2023-07-18,Zone A,Residential,475.41,439.06,50000
2023-07-18,Zone B,Commercial,447.06,417.13,60000
2023-07-18,Zone C,Industrial,482.29,463.15,70000
2023-07-19,Zone A,Residential,490.3,440.45,50000
2023-07-19,Zone B,Commercial,450.46,432.48,60000
2023-07-19,Zone C,Industrial,471.33,434.12,70000
2023-07-20,Zone A,Residential,474.28,429.55,50000
2023-07-20,Zone B,Commercial,440.41,401.33,60000
2023-07-20,Zone C,Industrial,448.87,425.03,70000
2023-07-21,Zone A,Residential,493.84,469.0,50000
2023-07-21,Zone B,Commercial,469.55,442.01,60000
2023-07-21,Zone C,Industrial,497.47,458.46,70000
2023-07-22,Zone A,Residential,507.78,461.75,50000
2023-07-22,Zone B,Commercial,466.27,439.41,60000
2023-07-22,Zone C,Industrial,499.72,453.22,70000
2023-07-23,Zone A,Residential,429.56,411.13,50000
2023-07-23,Zone B,Commercial,511.51,472.19,60000
2023-07-23,Zone C,Industrial,485.52,470.26,70000
2023-07-24,Zone A,Residential,472.03,454.84,50000
2023-07-24,Zone B,Commercial,469.67,450.17,60000
2023-07-24,Zone C,Industrial,464.34,444.45,70000
2023-07-25,Zone A,Residential,515.35,470.52,50000
2023-07-25,Zone B,Commercial,486.87,462.5,60000
2023-07-25,Zone C,Industrial,423.81,390.1,70000
2023-07-26,Zone A,Residential,490.51,441.73,50000
2023-07-26,Zone B,Commercial,446.91,426.58,60000
2023-07-26,Zone C,Industrial,464.02,423.08,70000
2023-07-27,Zone A,Residential,489.14,473.9,50000
2023-07-27,Zone B,Commercial,469.19,449.75,60000
2023-07-27,Zone C,Industrial,473.17,460.23,70000
2023-07-28,Zone A,Residential,477.2,453.72,50000
2023-07-28,Zone B,Commercial,469.68,426.52,60000
2023-07-28,Zone C,Industrial,455.74,421.05,70000
2023-07-29,Zone A,Residential,483.17,444.9,50000
2023-07-29,Zone B,Commercial,457.96,446.49,60000
2023-07-29,Zone C,Industrial,485.94,446.48,70000
2023-07-30,Zone A,Residential,491.86,448.1,50000
2023-07-30,Zone B,Commercial,538.29,496.07,60000
2023-07-30,Zone C,Industrial,493.37,475.14,70000
2023-07-31,Zone A,Residential,474.63,460.15,50000
2023-07-31,Zone B,Commercial,485.19,453.94,60000
2023-07-31,Zone C,Industrial,502.1,454.63,70000
2023-08-01,Zone A,Residential,493.3,470.65,50000
2023-08-01,Zone B,Commercial,484.67,454.39,60000
2023-08-01,Zone C,Industrial,502.52,474.33,70000
2023-08-02,Zone A,Residential,493.95,463.33,50000
2023-08-02,Zone B,Commercial,513.75,498.17,60000
2023-08-02,Zone C,Industrial,464.81,453.61,70000
2023-08-03,Zone A,Residential,496.82,478.74,50000
2023-08-03,Zone B,Commercial,472.72,435.78,60000
2023-08-03,Zone C,Industrial,488.83,444.11,70000
2023-08-04,Zone A,Residential,511.91,494.82,50000
2023-08-04,Zone B,Commercial,521.73,473.94,60000
2023-08-04,Zone C,Industrial,503.78,466.45,70000
2023-08-05,Zone A,Residential,549.11,504.35,50000
2023-08-05,Zone B,Commercial,487.95,455.13,60000
2023-08-05,Zone C,Industrial,497.02,478.39,70000
2023-08-06,Zone A,Residential,515.91,479.55,50000
2023-08-06,Zone B,Commercial,502.74,488.48,60000
2023-08-06,Zone C,Industrial,469.2,432.88,70000
2023-08-07,Zone A,Residential,498.67,453.84,50000
2023-08-07,Zone B,Commercial,503.0,461.7,60000
2023-08-07,Zone C,Industrial,532.54,487.4,70000
2023-08-08,Zone A,Residential,489.48,463.31,50000
2023-08-08,Zone B,Commercial,520.34,478.03,60000
2023-08-08,Zone C,Industrial,470.18,429.69,70000
2023-08-09,Zone A,Residential,489.92,447.2,50000
2023-08-09,Zone B,Commercial,495.48,480.67,60000
2023-08-09,Zone C,Industrial,472.67,449.69,70000
2023-08-10,Zone A,Residential,476.84,452.19,50000
2023-08-10,Zone B,Commercial,509.31,483.76,60000
2023-08-10,Zone C,Industrial,462.88,434.94,70000
2023-08-11,Zone A,Residential,456.72,437.63,50000
2023-08-11,Zone B,Commercial,436.88,423.95,60000
2023-08-11,Zone C,Industrial,518.03,483.25,70000
2023-08-12,Zone A,Residential,497.51,468.97,50000
2023-08-12,Zone B,Commercial,499.17,468.41,60000
2023-08-12,Zone C,Industrial,471.45,442.28,70000
2023-08-13,Zone A,Residential,452.39,419.18,50000
2023-08-13,Zone B,Commercial,445.41,414.06,60000
2023-08-13,Zone C,Industrial,517.18,474.66,70000
2023-08-14,Zone A,Residential,495.02,456.29,50000
2023-08-14,Zone B,Commercial,479.93,460.19,60000
2023-08-14,Zone C,Industrial,497.72,450.64,70000
2023-08-15,Zone A,Residential,457.27,427.83,50000
2023-08-15,Zone B,Commercial,457.57,437.3,60000
2023-08-15,Zone C,Industrial,465.26,423.14,70000
2023-08-16,Zone A,Residential,450.17,418.6,50000
2023-08-16,Zone B,Commercial,497.69,459.04,60000
2023-08-16,Zone C,Industrial,430.17,409.27,70000
2023-08-17,Zone A,Residential,435.92,418.67,50000
2023-08-17,Zone B,Commercial,471.07,433.83,60000
2023-08-17,Zone C,Industrial,478.79,440.43,70000
2023-08-18,Zone A,Residential,423.45,409.18,50000
2023-08-18,Zone B,Commercial,452.51,404.0,60000
2023-08-18,Zone C,Industrial,474.01,444.67,70000
2023-08-19,Zone A,Residential,449.51,437.77,50000
2023-08-19,Zone B,Commercial,495.91,460.58,60000
2023-08-19,Zone C,Industrial,478.51,435.74,70000
2023-08-20,Zone A,Residential,486.89,441.52,50000
2023-08-20,Zone B,Commercial,451.06,416.62,60000
2023-08-20,Zone C,Industrial,443.84,417.4,70000
2023-08-21,Zone A,Residential,444.29,403.07,50000
2023-08-21,Zone B,Commercial,435.08,414.09,60000
2023-08-21,Zone C,Industrial,458.75,422.05,70000
2023-08-22,Zone A,Residential,463.96,450.14,50000
2023-08-22,Zone B,Commercial,441.94,408.48,60000
2023-08-22,Zone C,Industrial,484.81,468.09,70000
2023-08-23,Zone A,Residential,453.73,435.06,50000
2023-08-23,Zone B,Commercial,444.49,430.66,60000
2023-08-23,Zone C,Industrial,457.55,423.26,70000
2023-08-24,Zone A,Residential,448.49,416.62,50000
2023-08-24,Zone B,Commercial,442.19,408.41,60000
2023-08-24,Zone C,Industrial,422.04,392.17,70000
2023-08-25,Zone A,Residential,427.79,400.66,50000
2023-08-25,Zone B,Commercial,488.22,449.51,60000
2023-08-25,Zone C,Industrial,449.08,428.11,70000
2023-08-26,Zone A,Residential,459.65,446.47,50000
2023-08-26,Zone B,Commercial,421.34,402.27,60000
2023-08-26,Zone C,Industrial,417.81,393.61,70000
2023-08-27,Zone A,Residential,424.48,411.78,50000
2023-08-27,Zone B,Commercial,437.71,395.7,60000
2023-08-27,Zone C,Industrial,460.98,415.77,70000
2023-08-28,Zone A,Residential,413.24,377.21,50000
2023-08-28,Zone B,Commercial,391.77,368.45,60000
2023-08-28,Zone C,Industrial,452.59,415.81,70000
2023-08-29,Zone A,Residential,467.66,439.06,50000
2023-08-29,Zone B,Commercial,426.39,413.99,60000
2023-08-29,Zone C,Industrial,433.78,416.77,70000
2023-08-30,Zone A,Residential,442.07,404.47,50000
2023-08-30,Zone B,Commercial,420.2,406.33,60000
2023-08-30,Zone C,Industrial,402.69,374.67,70000
2023-08-31,Zone A,Residential,422.25,385.66,50000
2023-08-31,Zone B,Commercial,466.91,425.09,60000
2023-08-31,Zone C,Industrial,428.22,378.52,70000
2023-09-01,Zone A,Residential,438.63,391.55,50000
2023-09-01,Zone B,Commercial,452.98,422.14,60000
2023-09-01,Zone C,Industrial,435.66,400.71,70000
2023-09-02,Zone A,Residential,414.45,399.34,50000
2023-09-02,Zone B,Commercial,432.36,389.31,60000
2023-09-02,Zone C,Industrial,421.1,409.66,70000
2023-09-03,Zone A,Residential,434.49,412.36,50000
2023-09-03,Zone B,Commercial,391.02,377.51,60000
2023-09-03,Zone C,Industrial,414.08,366.61,70000
2023-09-04,Zone A,Residential,380.25,354.37,50000
2023-09-04,Zone B,Commercial,429.14,401.25,60000
2023-09-04,Zone C,Industrial,445.64,398.87,70000
2023-09-05,Zone A,Residential,468.84,438.96,50000
2023-09-05,Zone B,Commercial,415.96,390.74,60000
2023-09-05,Zone C,Industrial,432.24,387.12,70000
2023-09-06,Zone A,Residential,434.21,392.61,50000
2023-09-06,Zone B,Commercial,415.88,393.69,60000
2023-09-06,Zone C,Industrial,400.7,383.76,70000
2023-09-07,Zone A,Residential,408.27,370.47,50000
2023-09-07,Zone B,Commercial,421.78,386.15,60000
2023-09-07,Zone C,Industrial,428.3,385.4,70000
2023-09-08,Zone A,Residential,417.83,383.58,50000
2023-09-08,Zone B,Commercial,441.03,400.43,60000
2023-09-08,Zone C,Industrial,410.23,384.28,70000
2023-09-09,Zone A,Residential,372.37,356.52,50000
2023-09-09,Zone B,Commercial,381.6,370.56,60000
2023-09-09,Zone C,Industrial,394.42,379.02,70000
2023-09-10,Zone A,Residential,431.39,382.75,50000
2023-09-10,Zone B,Commercial,419.52,392.22,60000
2023-09-10,Zone C,Industrial,410.49,382.91,70000
2023-09-11,Zone A,Residential,355.4,341.18,50000
2023-09-11,Zone B,Commercial,391.28,356.49,60000
2023-09-11,Zone C,Industrial,428.69,392.68,70000
2023-09-12,Zone A,Residential,388.01,375.68,50000
2023-09-12,Zone B,Commercial,459.56,409.77,60000
2023-09-12,Zone C,Industrial,432.27,382.93,70000
2023-09-13,Zone A,Residential,392.26,372.69,50000
2023-09-13,Zone B,Commercial,404.85,367.16,60000
2023-09-13,Zone C,Industrial,385.87,373.38,70000
2023-09-14,Zone A,Residential,424.89,382.33,50000
2023-09-14,Zone B,Commercial,413.79,379.18,60000
2023-09-14,Zone C,Industrial,429.19,398.11,70000
2023-09-15,Zone A,Residential,376.37,349.33,50000
2023-09-15,Zone B,Commercial,376.4,351.69,60000
2023-09-15,Zone C,Industrial,401.1,374.53,70000
2023-09-16,Zone A,Residential,430.76,389.98,50000
2023-09-16,Zone B,Commercial,404.78,394.34,60000
2023-09-16,Zone C,Industrial,378.39,367.62,70000
2023-09-17,Zone A,Residential,348.08,327.68,50000
2023-09-17,Zone B,Commercial,399.99,368.58,60000
2023-09-17,Zone C,Industrial,405.95,387.34,70000
2023-09-18,Zone A,Residential,394.16,379.77,50000
2023-09-18,Zone B,Commercial,423.58,391.66,60000
2023-09-18,Zone C,Industrial,417.93,404.01,70000
2023-09-19,Zone A,Residential,407.23,377.7,50000
2023-09-19,Zone B,Commercial,411.5,372.0,60000
2023-09-19,Zone C,Industrial,392.21,363.17,70000
2023-09-20,Zone A,Residential,382.82,354.44,50000
2023-09-20,Zone B,Commercial,391.01,349.61,60000
2023-09-20,Zone C,Industrial,406.02,368.5,70000
2023-09-21,Zone A,Residential,431.41,403.91,50000
2023-09-21,Zone B,Commercial,408.21,396.67,60000
2023-09-21,Zone C,Industrial,419.42,373.35,70000
2023-09-22,Zone A,Residential,464.08,427.7,50000
2023-09-22,Zone B,Commercial,418.25,372.44,60000
2023-09-22,Zone C,Industrial,423.26,410.59,70000
2023-09-23,Zone A,Residential,448.18,417.45,50000
2023-09-23,Zone B,Commercial,425.9,395.41,60000
2023-09-23,Zone C,Industrial,409.87,372.66,70000
2023-09-24,Zone A,Residential,393.62,380.77,50000
2023-09-24,Zone B,Commercial,402.26,391.77,60000
2023-09-24,Zone C,Industrial,385.12,361.14,70000
2023-09-25,Zone A,Residential,411.69,370.71,50000
2023-09-25,Zone B,Commercial,386.17,369.2,60000
2023-09-25,Zone C,Industrial,414.81,400.87,70000
2023-09-26,Zone A,Residential,436.71,416.11,50000
2023-09-26,Zone B,Commercial,417.61,406.77,60000
2023-09-26,Zone C,Industrial,447.3,412.32,70000
2023-09-27,Zone A,Residential,404.98,379.7,50000
2023-09-27,Zone B,Commercial,422.98,388.38,60000
2023-09-27,Zone C,Industrial,430.8,389.82,70000
2023-09-28,Zone A,Residential,418.25,406.57,50000
2023-09-28,Zone B,Commercial,489.49,440.75,60000
2023-09-28,Zone C,Industrial,433.78,384.58,70000
2023-09-29,Zone A,Residential,452.87,418.79,50000
2023-09-29,Zone B,Commercial,473.27,430.8,60000
2023-09-29,Zone C,Industrial,446.65,410.39,70000
2023-09-30,Zone A,Residential,443.0,395.87,50000
2023-09-30,Zone B,Commercial,405.37,386.39,60000
2023-09-30,Zone C,Industrial,409.85,382.28,70000
2023-10-01,Zone A,Residential,401.45,366.93,50000
2023-10-01,Zone B,Commercial,447.31,401.83,60000
2023-10-01,Zone C,Industrial,436.55,400.72,70000
2023-10-02,Zone A,Residential,471.14,426.69,50000
2023-10-02,Zone B,Commercial,441.68,397.82,60000
2023-10-02,Zone C,Industrial,446.34,406.14,70000
2023-10-03,Zone A,Residential,446.89,418.47,50000
2023-10-03,Zone B,Commercial,463.7,422.64,60000
2023-10-03,Zone C,Industrial,463.76,427.52,70000
2023-10-04,Zone A,Residential,469.28,419.89,50000
2023-10-04,Zone B,Commercial,437.83,390.34,60000
2023-10-04,Zone C,Industrial,466.98,424.27,70000
2023-10-05,Zone A,Residential,425.33,406.79,50000
2023-10-05,Zone B,Commercial,483.9,444.59,60000
2023-10-05,Zone C,Industrial,451.93,420.25,70000
2023-10-06,Zone A,Residential,450.17,428.27,50000
2023-10-06,Zone B,Commercial,508.09,475.48,60000
2023-10-06,Zone C,Industrial,473.97,438.52,70000
2023-10-07,Zone A,Residential,475.22,434.77,50000
2023-10-07,Zone B,Commercial,434.76,424.38,60000
2023-10-07,Zone C,Industrial,422.53,402.67,70000
2023-10-08,Zone A,Residential,468.73,426.73,50000
2023-10-08,Zone B,Commercial,432.06,413.9,60000
2023-10-08,Zone C,Industrial,498.94,464.3,70000
2023-10-09,Zone A,Residential,460.12,442.6,50000
2023-10-09,Zone B,Commercial,490.8,458.63,60000
2023-10-09,Zone C,Industrial,432.72,422.51,70000
2023-10-10,Zone A,Residential,471.15,422.83,50000
2023-10-10,Zone B,Commercial,476.21,451.49,60000
2023-10-10,Zone C,Industrial,443.0,420.77,70000
2023-10-11,Zone A,Residential,478.67,433.61,50000
2023-10-11,Zone B,Commercial,522.34,476.89,60000
2023-10-11,Zone C,Industrial,468.08,434.36,70000
2023-10-12,Zone A,Residential,455.64,417.82,50000
2023-10-12,Zone B,Commercial,421.1,410.97,60000
2023-10-12,Zone C,Industrial,457.44,415.67,70000
2023-10-13,Zone A,Residential,488.97,475.25,50000
2023-10-13,Zone B,Commercial,474.65,438.96,60000
2023-10-13,Zone C,Industrial,513.75,501.16,70000
2023-10-14,Zone A,Residential,517.04,484.61,50000
2023-10-14,Zone B,Commercial,528.03,493.89,60000
2023-10-14,Zone C,Industrial,495.04,474.25,70000
2023-10-15,Zone A,Residential,512.35,469.35,50000
2023-10-15,Zone B,Commercial,453.48,441.14,60000
2023-10-15,Zone C,Industrial,480.8,457.43,70000
2023-10-16,Zone A,Residential,516.64,475.09,50000
2023-10-16,Zone B,Commercial,510.96,480.27,60000
2023-10-16,Zone C,Industrial,461.46,438.33,70000
2023-10-17,Zone A,Residential,488.24,460.88,50000
2023-10-17,Zone B,Commercial,497.03,463.1,60000
2023-10-17,Zone C,Industrial,501.75,462.32,70000
2023-10-18,Zone A,Residential,483.22,447.77,50000
2023-10-18,Zone B,Commercial,546.76,505.34,60000
2023-10-18,Zone C,Industrial,507.32,463.73,70000
2023-10-19,Zone A,Residential,477.82,452.46,50000
2023-10-19,Zone B,Commercial,526.72,509.35,60000
2023-10-19,Zone C,Industrial,527.01,502.52,70000
2023-10-20,Zone A,Residential,499.7,477.75,50000
2023-10-20,Zone B,Commercial,487.19,439.57,60000
2023-10-20,Zone C,Industrial,510.52,465.61,70000
2023-10-21,Zone A,Residential,489.87,446.19,50000
2023-10-21,Zone B,Commercial,516.69,488.36,60000
2023-10-21,Zone C,Industrial,496.75,467.43,70000
2023-10-22,Zone A,Residential,508.02,480.55,50000
2023-10-22,Zone B,Commercial,555.72,516.54,60000
2023-10-22,Zone C,Industrial,503.46,469.05,70000
2023-10-23,Zone A,Residential,508.75,493.33,50000
2023-10-23,Zone B,Commercial,547.54,499.28,60000
2023-10-23,Zone C,Industrial,521.26,508.5,70000
2023-10-24,Zone A,Residential,505.12,484.65,50000
2023-10-24,Zone B,Commercial,502.46,482.58,60000
2023-10-24,Zone C,Industrial,503.01,482.13,70000
2023-10-25,Zone A,Residential,536.91,496.53,50000
2023-10-25,Zone B,Commercial,531.65,519.04,60000
2023-10-25,Zone C,Industrial,513.26,483.76,70000
2023-10-26,Zone A,Residential,466.94,443.04,50000
2023-10-26,Zone B,Commercial,555.2,509.21,60000
2023-10-26,Zone C,Industrial,540.34,492.87,70000
2023-10-27,Zone A,Residential,516.1,504.01,50000
2023-10-27,Zone B,Commercial,501.67,462.44,60000
2023-10-27,Zone C,Industrial,532.36,483.11,70000
2023-10-28,Zone A,Residential,529.46,511.53,50000
2023-10-28,Zone B,Commercial,503.17,470.56,60000
2023-10-28,Zone C,Industrial,539.32,504.98,70000
2023-10-29,Zone A,Residential,520.67,496.69,50000
2023-10-29,Zone B,Commercial,526.74,482.71,60000
2023-10-29,Zone C,Industrial,513.65,481.2,70000
2023-10-30,Zone A,Residential,523.04,478.64,50000
2023-10-30,Zone B,Commercial,539.1,500.19,60000
2023-10-30,Zone C,Industrial,534.22,502.48,70000
2023-10-31,Zone A,Residential,506.22,492.95,50000
2023-10-31,Zone B,Commercial,495.48,478.85,60000
2023-10-31,Zone C,Industrial,489.69,441.86,70000
2023-11-01,Zone A,Residential,538.63,510.14,50000
2023-11-01,Zone B,Commercial,545.96,519.49,60000
2023-11-01,Zone C,Industrial,526.28,513.79,70000
2023-11-02,Zone A,Residential,573.96,543.46,50000
2023-11-02,Zone B,Commercial,510.73,498.65,60000
2023-11-02,Zone C,Industrial,571.26,529.81,70000
2023-11-03,Zone A,Residential,506.66,490.07,50000
2023-11-03,Zone B,Commercial,510.21,487.01,60000
2023-11-03,Zone C,Industrial,523.64,505.44,70000
2023-11-04,Zone A,Residential,581.05,535.94,50000
2023-11-04,Zone B,Commercial,547.01,497.61,60000
2023-11-04,Zone C,Industrial,513.06,472.18,70000
2023-11-05,Zone A,Residential,552.89,521.34,50000
2023-11-05,Zone B,Commercial,532.04,502.12,60000
2023-11-05,Zone C,Industrial,552.54,509.66,70000
2023-11-06,Zone A,Residential,513.88,488.66,50000
2023-11-06,Zone B,Commercial,527.45,505.96,60000
2023-11-06,Zone C,Industrial,516.64,474.93,70000
2023-11-07,Zone A,Residential,582.87,540.96,50000
2023-11-07,Zone B,Commercial,550.93,525.09,60000
2023-11-07,Zone C,Industrial,521.17,504.85,70000
2023-11-08,Zone A,Residential,557.96,520.13,50000
2023-11-08,Zone B,Commercial,534.49,490.2,60000
2023-11-08,Zone C,Industrial,569.92,523.67,70000
2023-11-09,Zone A,Residential,513.11,495.74,50000
2023-11-09,Zone B,Commercial,540.13,494.37,60000
2023-11-09,Zone C,Industrial,510.95,483.34,70000
2023-11-10,Zone A,Residential,544.69,510.07,50000
2023-11-10,Zone B,Commercial,550.77,502.09,60000
2023-11-10,Zone C,Industrial,556.56,529.85,70000
2023-11-11,Zone A,Residential,524.59,479.32,50000
2023-11-11,Zone B,Commercial,536.23,509.13,60000
2023-11-11,Zone C,Industrial,563.09,524.31,70000
2023-11-12,Zone A,Residential,596.73,551.12,50000
2023-11-12,Zone B,Commercial,520.72,503.22,60000
2023-11-12,Zone C,Industrial,536.6,492.27,70000
2023-11-13,Zone A,Residential,539.69,501.28,50000
2023-11-13,Zone B,Commercial,546.84,524.27,60000
2023-11-13,Zone C,Industrial,552.63,524.26,70000
2023-11-14,Zone A,Residential,518.27,493.96,50000
2023-11-14,Zone B,Commercial,545.67,522.26,60000
2023-11-14,Zone C,Industrial,512.81,495.86,70000
2023-11-15,Zone A,Residential,525.4,511.37,50000
2023-11-15,Zone B,Commercial,525.09,505.49,60000
2023-11-15,Zone C,Industrial,514.74,486.72,70000
2023-11-16,Zone A,Residential,514.14,474.19,50000
2023-11-16,Zone B,Commercial,541.08,516.98,60000
2023-11-16,Zone C,Industrial,566.72,523.06,70000
2023-11-17,Zone A,Residential,534.01,498.64,50000
2023-11-17,Zone B,Commercial,505.14,490.09,60000
2023-11-17,Zone C,Industrial,504.44,466.99,70000
2023-11-18,Zone A,Residential,524.9,512.12,50000
2023-11-18,Zone B,Commercial,513.12,494.03,60000
2023-11-18,Zone C,Industrial,526.67,483.19,70000
2023-11-19,Zone A,Residential,541.23,503.46,50000
2023-11-19,Zone B,Commercial,489.62,459.12,60000
2023-11-19,Zone C,Industrial,477.36,466.03,70000
2023-11-20,Zone A,Residential,492.2,470.04,50000
2023-11-20,Zone B,Commercial,538.73,493.88,60000
2023-11-20,Zone C,Industrial,527.83,487.19,70000
2023-11-21,Zone A,Residential,514.17,493.76,50000
2023-11-21,Zone B,Commercial,549.54,503.26,60000
2023-11-21,Zone C,Industrial,508.95,494.51,70000
2023-11-22,Zone A,Residential,544.32,516.44,50000
2023-11-22,Zone B,Commercial,532.45,500.58,60000
2023-11-22,Zone C,Industrial,501.25,476.03,70000
2023-11-23,Zone A,Residential,504.64,465.04,50000
2023-11-23,Zone B,Commercial,520.66,473.94,60000
2023-11-23,Zone C,Industrial,511.63,489.94,70000
2023-11-24,Zone A,Residential,510.72,464.29,50000
2023-11-24,Zone B,Commercial,498.5,487.78,60000
2023-11-24,Zone C,Industrial,533.82,485.31,70000
2023-11-25,Zone A,Residential,494.68,451.5,50000
2023-11-25,Zone B,Commercial,513.19,491.93,60000
2023-11-25,Zone C,Industrial,491.42,477.55,70000
2023-11-26,Zone A,Residential,523.83,504.15,50000
2023-11-26,Zone B,Commercial,489.05,467.0,60000
2023-11-26,Zone C,Industrial,495.26,461.33,70000
2023-11-27,Zone A,Residential,483.21,443.48,50000
2023-11-27,Zone B,Commercial,455.13,443.2,60000
2023-11-27,Zone C,Industrial,529.26,483.56,70000
2023-11-28,Zone A,Residential,513.35,495.94,50000
2023-11-28,Zone B,Commercial,501.42,459.64,60000
2023-11-28,Zone C,Industrial,469.74,458.35,70000
2023-11-29,Zone A,Residential,472.86,460.32,50000
2023-11-29,Zone B,Commercial,525.41,482.15,60000
2023-11-29,Zone C,Industrial,454.12,440.37,70000
2023-11-30,Zone A,Residential,507.29,460.9,50000
2023-11-30,Zone B,Commercial,520.8,475.64,60000
2023-11-30,Zone C,Industrial,499.03,466.16,70000
2023-12-01,Zone A,Residential,422.01,399.33,50000
2023-12-01,Zone B,Commercial,494.34,466.96,60000
2023-12-01,Zone C,Industrial,509.32,463.62,70000
2023-12-02,Zone A,Residential,505.93,478.2,50000
2023-12-02,Zone B,Commercial,516.64,482.97,60000
